0,1,2
呼吸困难,症状,我的同学今年二十一，女生！平时是一个爱打爱闹的女生！前几天突然发生<entity>！轻度昏迷症状！后来在医院就医一周左右！出院！过了二十多天！又反复发作了！听他说是心肌梗塞！请问可以治愈吗？得怎么治！多少钱？
呼吸困难,症状,胸片提示桶状，肺气肿征象却无任何临床症状，连感冒后都几乎不咳嗽。更是从无咳痰，气促，<entity>等肺气肿症状，身体状况良好，体力也很好。曾经治疗情况和效果：无，健康状况良好！想得到怎样的帮助：请问是何原因，多次体检都如此。一直无症状，感觉很健康。
呼吸困难,症状,病情描述发病时间、主要症状、症状变化等）：主要症状：<entity>，左胸疼痛发病时间：2009.8.1化验检查结果：气胸，肺泡，皮下气肿曾经治疗情况和效果：做了胸腔镜肺修补手术，气喘消失，呼吸顺畅，但疼痛和术前一样，左胸疼痛没有缓解，皮下气肿也还没有消失，仍然在吃止疼药，医生也说以前没有这种状况，解释为术后创伤和皮下气肿造成的疼痛疼痛是什么原因引起的?是需要继续治疗还是等待恢复?
呼吸困难,症状,<entity>，肺部两肋有不适症状，咳嗽，做过CT，检查结果是桶状胸，双肺野透亮度增高，双肺文理纤细、洗漱，**及主支气管通畅，双肺门结构正常，纵隔内未见异常肿大淋巴结影迫切需要了解，如何治疗肺气肿比较见效曾经治疗情况和效果：无想得到怎样的帮助：我该怎么治疗呢？
呼吸困难,症状,左侧肋骨下突然疼 还伴有腹痛 干呕 <entity>的症状 这是什么
呼吸困难,症状,最近我总是感觉<entity>甚至不想呼吸并且浑身无力想睡又睡不着我的家族有甲亢病史我怀疑是不是与这有关三年来就有这个症状时重时轻最近特别厉害曾经治疗情况和效果：检查了心电图、B超和X光除胸腔有0.9厘米的积液以外其他一切正常医生说可能是胸膜炎建议输液一星期再做B超检查但是我输了五天的液病情一点也没有缓解有医生说是结核性胸膜炎就给我开了抗结核的药可是我吃了一个星期症状并没有减轻想问一下崔医生我可能得的是什么部谢谢想得到怎样的帮助：我可能得的是什么部需要再做什么检查谢谢（）
呼吸困难,症状,我公公在2001年10月份的时候因为心绞痛住进了医院，治疗了半个月后就好了，可是最近又出现了<entity>、咳嗽、的症状，医生说是心肌梗死如果不及时治疗很容易引发别的病。想得到怎样的帮助：请问得了心肌梗死后会引发哪些并发症？（
呼吸困难,症状,症状：我有时突然心跳加速，<entity>，能明显感觉到脖子两边动脉搏动，头脑发昏，浑身出汗，静坐或躺着数
呼吸困难,症状,我父亲53岁农村人原因左侧腰部局部疼痛而诊断为胸间盘突出另有高血压病史数月五天前因突然腹部疼痛伴有头晕<entity>而摔倒经及时送至市医院起初怀疑是脑部有问题经CT检查正常后经会诊确诊为急性非ST段抬高性心肌梗死加高血压病另因左腰部仍在侧翻不时感觉疼痛医生还怀疑肾部有结石请问：1）、这类病症一般如何药物治疗？2）、饮食可以吃哪些食物？3）、一般医院疗程多长时间？术后注意事项及康复需要多久？4）、刚才提到的相关指标是否正常？目前一般情况：经用药治疗心电图监测相关指标如下：心律：46－69;脉率：基本同上但经常数字不同步有时相关1-3次血痒：95-99%血压：113/75病史：有高血压病及腰部疼痛症状另有过一次大脑疼痛异常男
呼吸困难,症状,"我去年就出现过<entity>滴情况,去医院做了心电图和肺不检查完全正常不知道为什么不久后自己就好了.但最近我又出现这种情况了,就是感觉氧气不够一直努力的吸气.不知道这是怎么会事急需求助因为这影响正常生活.我睡觉和做其他而忘了这件事滴时候就感觉不到<entity>,没其他症状.求!!!!!!!!!!助!!!!!!!!!!!!!!!!!!!11我20岁"
呼吸困难,症状,病情描述发病时间、主要症状、症状变化等）：我同事家的宝宝出生后即有持续青紫，<entity>。生长发育迟缓，心动过速并呈现缺氧症状，酷似发绀型先天性心脏病。去医院检查结果出来了，说是得了小儿无脾综合征。我很为她担心。想得到怎样的帮助：小儿无脾综合征是什么意思嘛？
呼吸困难,症状,好像很早开始就有这样的问题了，但是因为不太明显所以一直没有放在心上，但是随着时间的推移，问题越来越严重。我刚上高中的时候总是晚上<entity>，没有办法入睡，只能坐在床上靠着被子才能舒服点。然后高二的时候因为心口疼的厉害所以去我们家附近的人民医院看过，做了心电图，检查血液。说是心脏里面有淤血，心跳不规律。吃过他们的药后就不疼了，但是心跳很不规律，尤其是天气热的时候，经常跳到每分钟130下。后来又好了点，但是现在又开始了，心口微疼，胸闷。请告诉我为什么会这样，有可能是什么样的疾病。因为我现在在外地上学所以看病不是很方便，所以还请各位专家告诉我，这样的症状有可能是什么样的病，是否严重？谢谢。
呼吸困难,症状,今天我左胸突然痛疼的厉害，站着或坐着不大痛，就是根本不敢躺，我怀疑是气胸，但无<entity>症状，也敢触摸，今天我做过针灸，是不是有关？请各位专家千万帮忙答复一下，多谢了。
呼吸困难,症状,我今天生气哭了<entity>，嗓子眼那总感觉堵着，双手和腿冰凉麻木，后背剧痛，请问大夫这是什么病是不是心脏有问题，曾经很多年前有过一次，和今天的当时症状一样，脸和全身都麻双手抽筋掰不开了，然后有个邻居看见说是心脏病给我吃了速效救心丸，等到了医院就缓解的差不多了，做了心电图是早搏
呼吸困难,症状,心源性浮肿常因心脏疾病如先天性心脏病心肌炎心包炎或肺炎肾炎重度贫血等引起心力衰竭而导致.一般以下肢浮肿为主伴有<entity>心率过速肝肿大颈部静脉变粗等症状.我母亲就是这种她现在58岁今年发病率高半个月一次曾经治疗情况和效果：请问医生这该如何医治？？？急谢谢（）
呼吸困难,症状,29岁年轻男人岁突然得了肺气肿该如何治疗？我上个星期开始，出现呼气性<entity>，气促、胸闷、发绀等缺氧症状。严重者因长期处于过度吸气状态使肋骨上抬，肋间隙增宽，胸廓前后径加大，到医院就诊才知道我的是肺气肿，男人岁突然得了肺气肿该如何治疗呢?。请问，轻男人岁突然得了肺气肿饮食的方法是该如何治疗的呢？
呼吸困难,症状,病情描述发病时间、主要症状、症状变化等）：我舅舅得了肺气肿，生活不能自理。没力气，<entity>
呼吸困难,症状,我妈妈，46岁了。三个月第一次心脏病发病，昨晚第二次发病。发病症状，开始心跳加速（很剧烈有强烈的心我妈妈，46岁了。三个月第一次心脏病发病，昨晚第二次发病。发病症状，开始心跳加速（很剧烈有强烈的心跳出来）大概几分钟有会慢一点，胸闷全身无力，过会有心跳加快，这样反复好长时间。还有心不怎么疼，发病时感觉心脏收缩，<entity>，整个发病过程人呢思维清楚。请问这是什么原因导致的，怎么治疗？多介绍下这个病有关的事。这属于什么心脏病。
呼吸困难,症状,病情描述发病时间、主要症状、症状变化等）：一直咳嗽、冬天怕冷，平时散步都会<entity>这个病不知道会不会传染啊曾经治疗情况和效果：大夫给开的环丙沙星、头孢菌素想得到怎样的帮助：肺气肿会不会传染给别人
呼吸困难,症状,主要症状：心惊<entity>发病时间：2个月左右化验检查结果：曾经治疗情况和效果：做过心电图并无异常想得到怎样的帮助：我应该怎样做呢（）
鼻塞,症状,我于一个月前，在天冷风大时淋了雨感冒了，当天吃了乌鸡，之后有所好转又吃了鱼，随后感冒加重，有时<entity>严重只能用口呼吸。一个多月了，经过喝姜汤及热水泡脚，并先后吃了不少感冒药（包括：感冒清热颗粒，抗病毒口服液，伤风停胶囊，以及看中医吃了七天的治感冒和鼻炎的中草药），现仍有三方面的问题：每天仍常出现<entity>，多出现于吃饭时和半夜（多于三、五点钟左右），只能靠中药成份的“半分钟濞琰康喷剂”维持正常呼吸，每天喷4-5次，用了一瓶多仍未见好转。感冒后每次例假完的10天内就会在凌晨4、5点钟左右出现心脏不适，跳2-3下停顿一下，不能躺下，只能坐立或站起来。先前出现呼气短，最近变成吸气短（吸到后面气管感觉痒），闻到油烟或感觉凉时会干咳，咳嗽或哈气时能听到喉管还是气管里有嘶嘶的声音。现在仍时有感觉忽冷忽热，背部发热，总觉感冒还未好，有时出现右胸靠脊骨中间段处有刺痛，有时心脏出现闷痛。另月经不调且量大，每次提前7-8天，吃补气的药后有所改善，不吃又复原。注：两年多前也在重感冒并遇例假后出现过本次除了<entity>之外的其它症状，并且情况更为严重：极度口渴，经常易饿，严重失眠，多在吃饭时出现胸闷、气短、呼吸困难，心跳快、脉微弱；双腿无力，走路100、200米就喘不过气来，自感心脏衰竭。曾经治疗情况和效果：两年前检查：多次急诊，每次吸氧后能缓解；慢性咽喉炎，有滤泡增生；心脏B超显示三尖瓣口收缩期有少量返流，肺动脉瓣口舒张期轻度返流；动态心电图提示窦性心律，偶发室性、房性早搏，偶发一度及二度一型房室传导阻滞；胸片显示心肺正常；颈椎变直，但未压迫神经；无心肌炎；无甲亢，甲状腺无占位性病变；双侧颈部数个淋巴结肿大，血供不丰富；血脂正常，生化指标正常；饭前血糖正常，饭后血糖值9.6；慢性浅表性炎，HP（+）；有子宫肌瘤（2CM大）；血常规中的红细胞类数值均在最低标准偏下一点。治疗：两年前中药调理近两个月，渐好转，仍时有傍晚出现呼气短及干咳（咳嗽或哈气时能听到喉管还是气管里有嘶嘶的声音）、午后发热，长期低热（37.2-37.5度），有时双手麻木（多为左手）。这次吃药效果甚微。想得到怎样的帮助：请问如何治疗<entity>？请分析凌晨心脏不适属心脏缺血还是血管堵塞？气喘由于慢性咽炎、支气管炎、还是阻塞性肺部疾病。
鼻塞,症状,四个半月婴儿可以服用护彤吗？孩子患有先天性心脏病，室间隔缺损两毫米，不慎感冒，现感冒症状为流鼻涕，<entity>，偶尔咳嗽，为控制病情不继续恶化导致发烧，请问可以服用护彤牌小儿胺酚黄纳敏颗粒吗？纯母乳喂养，妈妈可以服用肺立咳合剂达到帮助宝宝止咳的目的吗？。
鼻塞,症状,"（1）前额和两鬓白发越来越多，两鬓白发超过1/3，后脑部白发还少些；（2）头发、面部油性很大，两天不洗头，用手一摸一层油（18岁时候得过脂溢性皮炎）；目前，耳朵里分泌油脂，如果不用皮炎平等擦拭，会很痒；（3）鼻炎十多年，后诊断为鼻窦炎等，经治疗后好转，但是目前依然<entity>，偶尔有稀鼻涕（很少，要用力擤才会有清水一样的稀鼻涕），也不打喷嚏，无明显过敏原（对冷空气敏感）；（4）舌苔厚、腻，貌似黄白色，舌苔有齿痕,早上起床唾液黏，口干不太明显，但是有咽炎，感觉嗓子不舒服；（5）一直胸闷的感觉，总感觉有炎症，无痰，不咳嗽；（6）身上发热明显，经常37.1度左右的提问，潮热有轻微汗，贴身衣服的地方总湿乎乎的，此症状多年；（7）前列腺炎、左侧精索静脉曲张（貌似有点重，有的大夫却没提），阴囊潮湿，性功能不如以前（年轻时有多年SY史），晚上睡觉盖被特爱出汗，腚沟和阴囊部出汗尤为明显，早上总是湿乎乎的；（8）小腿总感觉乏力，腰膝酸软，大腿此种感觉不明显；右脚后跟疼痛，右脚大拇指关键疼痛，有些肿大变型（贴膏药后减轻）；（9）怕冷、浑身乏力、易困倦、精力不充沛，尿色赤黄，锻炼少，特别爱感冒。曾经治疗情况和效果：如上身体症状，先后吃过很长时间的中药，有的大夫依照鼻炎治疗，有的大夫说是气虚，有的大夫却说阴虚，有的大夫说湿热而不体虚……效果当时还有些，但是过后又恢复原样，多年来一直不得治愈。恳请各位老师专家给予指点，如何调理？吃什么食物？什么中成药？等等，以尽快恢复。想得到怎样的帮助：恳请各位老师专家给予指点"
鼻塞,症状,两周前有一次疑似胃肠炎的经历，两天拉了7、8次，同时有点感冒症状（<entity>，
腹泻,症状,得了便秘怎么办?宝宝吃了思密达药便秘怎么办病情描述(发病时间、主要症状等)：本来宝宝生病，轮状病毒肠炎，.医生开了思密达吃了便秘怎么办宝宝才四十几天，到现在还没有拉便便，她也没有要拉的意思。满月的时候因为细菌感染引发了肺炎，尿路感染及轮状病毒，出院后，第一天就拉了十几次便便。最后问了医生，说要喝<entity>奶粉调理，喝了<entity>奶粉和思密达后，宝宝四天没拉便便。她喝奶和睡觉还行，我真不知道她是没有便便，还是肠道混乱了。请网上有婴幼儿医生朋友帮帮忙！想得到怎样的帮助：咋办啊严重吗？.
腹泻,症状,昨天开始<entity>，轻微呕吐，还发烧。请问这是急性肠胃炎的症状吗？
腹泻,症状,服用了这个老拨云堂普乐安片后有轻微<entity>的症状这是正常的吗
腹泻,症状,我有<entity>症状经常肠胃不好请问吃点补脾益肠丸可以吗
腹泻,症状,轮状病毒性<entity>症状
腹泻,症状,病情描述发病时间、主要症状、症状变化等）：验钾的数据是2.92，为了怎么可以把钾补上本次发病及持续时间：两个多月的时间腿轻微的麻目前一般情况：打了点滴好一些了病史：有鼻窦炎和肾结石以往诊断治疗经过及效果：以前没有辅助检查：其它：有长时间的<entity>
腹泻,症状,中医问诊单（请求医者填写，若是患者在求医帖中已经讲过的内容也请再填一下）出生1988年9月9日？性别男居住地广西梧州体重55身高174近日感冒否，已数年不感冒口干、口苦否无痰无呕吐，呕吐感偶有鼻子畅通无鼻炎极少出汗怕冷爱喝水喜欢喝冷的白开水气色差，脸上最近长色斑，脸色微暗平时体温高（感觉算是正常）身体无感觉发热手心、脚心爱出汗否？热汗还是冷汗？胸闷胸两边肋腔气胀、在最后一根肋骨的下面胸两边肋腔气胀、在最后一根肋骨的下面，两边偶有气胀，感觉不明显背心有冷感，不爱出汗胃口没有发现异常偏食情况。喜欢吃什么？肚子小腹处隐痛半年，刚开始时在肚脐一条线偏下，最近小腹隐痛的稍有厉害，疼痛一般是在注意力转移后才有所缓解用手按肚子是舒服，没有感觉出异常感觉肠胃松软大便情况，偶软偶硬、偶多偶少、颜色偏暗（是否便血不知），一天一次，早上便小便：量，颜色黄、青、不频繁尿是无痛感也无不舒服男：有早泄女：月经状况：早迟，量多少，颜色，气味，有块否？腰偶感觉坚硬，偶有劳累感，大小腿无忡腿上是否有瘀乌斑？身上其他地方？睡眠情况。不踏实，白天不困脾气温和，不爱冒火，现在因小腹隐痛半年有余很烦躁精神状态差，精力差血压多少不知，测过几次医生都说正常。每分钟脉搏跳动80次感觉脉搏跳动缓慢，不规律，左右手感觉不出有区别舌头的谈红，微白，有裂纹、无斑点舌苔：颜色白，厚，分布均匀微白舌面：粗糙还是光滑？干燥还是湿润？（患者若能发舌头图片更利于诊断）主要病情和症状。病情的发生原因及发病过程：病因：刚开始时因为吃了一个多月的泡面加鸡蛋作为早餐，后肚子开始不舒服。腹部隐痛大半年，就是在肚脐的周围和下半部分，有时候疼的时候感觉是在腹腔肌肉那里，有时候隐隐感觉到是在里面，吃过几次消炎药，具体的药名不记得了。每次吃药刚开始的时候感觉有效，过后几天感觉疼质改变了。这半年下来忍忍就一直到现在。半年前刚开始疼的时候只是感觉在腹部肌肉，而不是在里面。现在有时候感觉是在里面，大号没有多大异常，肉眼看不见便血。做过便常规没有异常，大便如果吃豆类前段成型，后段不成型。就是消化不良，现在肚子就是干隐痛，其他症状无明显。没有明显的<entity>，大便次数增多的症症状，这半年来吃的是一些消炎药。质改变了。这半年下来忍忍就一直到现在。半年前刚开始疼的时候只是感觉在腹部肌肉，而不是在里面。现在有时候感觉是在里面，大号没有多大异常，肉眼看不见便血。做过便常规
腹泻,症状,"6月3日凌晨发生了一次WTXJ（事后问她有病没，她说她没有，如果有那就是她不知道），上午与媳妇发生DTXJ，但是有KJ，6月4号就有些不舒服，有些乏，<entity>，脑袋疼，6月5日起来之后发现嘴上起了皮脂腺异位症，JJ上起来珍珠丘疹，皮脂腺异位症,还有点红斑，还是有些犯困，<entity>，晚上发热又低烧的表现，6月6日去医院检查说没事，但是还是有那些反应，嘴上的疙瘩有点扩散了，6月7日能好点了，6月8日又去医院看看，确诊为皮脂腺异位症和包皮过长引发的病毒感染，但是晚上媳妇发现她嘴上和下面也起了皮脂腺异状症，他不是不传染的么？怎么会同时得上，11号身上的起了很多像鸡皮疙瘩似的东西,现在有点乏有点拉肚子,龟头不怎么红了，14号龟头鸡冠处附近的包皮都红了,然后接下来的一周胳膊和腿很乏，酸痛都好几天了，舌头上舌苔变白，有一块没舌苔，有红疙瘩，偶尔拉肚子，但是疙瘩一直没掉，所有症状基本都是一天起来的，最近牙肿了，带着好像是扁桃体淋巴结那肿了，但是嗓子不痛…耳朵下方那也肿了，耳后那骨头变大、第6周做个HIV1+2抗原抗体结果阴,这是什么病额"
腹泻,症状,整肠生胶囊对于治疗长期的<entity>症状效果好不好
腹泻,症状,左小腹痛已有2天，躺着转身也痛，坐着不怎么痛，走路或抖动也痛，没有发热、<entity>等症状，看了医生，肾好的。尿路感染，请问是尿路感染引起的吗？怎么治疗？
腹泻,症状,患者男，26岁。身体不舒服一年多，现在的状况：1天天<entity>，少的时候一天一次，多的时候一天56次，有时候是水便，有时候感觉有粘液。2手热脚凉，头总感觉晕沉沉的，感觉身上没劲。3口干，可是不爱喝水！4胃涨，腹胀，肠鸣！5经常感冒！曾经治疗情况和效果：一年前在医院查出前列腺炎，中医治疗1个月，不见效果，再就没治。之后找了个老中医，说是阴虚，吃了三个月的汤药，吃药期间经常拉肚子，老中医说是正常。停药期间继续拉肚子，肠鸣。又重新找了个中医，说是凉药吃多了导致脾胃虚，又吃了一段时间的汤药，<entity>肠鸣现象消失。停药之后又开始<entity>，肠鸣。之后中医说吃半年左右的补脾益肠丸，吃了一个月之后，肠鸣，<entity>现象消失。家里又给找了个中医，补脾益肠丸停了！中医说是脾胃虚寒，有湿热，吃了9付汤药，症状没有减轻。期间心情非常不好，产生了自杀的想法，心情越不好，胃就开始越不舒服！这两天心情调节过来了，可是胃还是不太舒服，胃胀，泛酸！现在中医给开的附子理中丸和参苓白术散。<entity>肠鸣现象消失，但是有点上火！前两天感冒，有黄鼻涕和黄痰。打点滴期间停药<entity>，肠鸣又开始了！想得到怎样的帮助：我现在的症状需要怎么吃药，需要吃多长时间能治疗的差不多！（
腹泻,症状,肚脐左边3-5厘米远处经常阵痛。感觉坐下后就不会有。现在发现左侧周围比右侧肉更多。不知是不是肿了。按摸没有硬块，松软。以前患有肾结石有治疗。前几个月肚子开始有痛，去医院检查B超显示没见异常。医生说可能是肠炎。可用药没见效果。我没有<entity>，反而是便秘，不消化。大便黑而难闻。吃些花生之类的东西会<entity>。尿液颜色深。经常感觉手心发热。请问这是什么症状呀。
腹泻,症状,11月1日左腹部不舒服昨天开始肚脐上腹部不舒服现在是肚脐周围腹部不舒服无呕吐发烧<entity>症状半月前一直在治疗尿路感染和阴道念珠菌感染请问是否念珠菌上行感染的症状曾经治疗情况和效果：医生按压之后说是胃部的问题但是吃药都没效果是念珠菌感染的原因吗（）
腹泻,症状,之前工作压力大造成植物神经紊乱，后中医调理恢复。但小毛病不断，最近头晕脑沉，走路像踩棉花，只好躺着已有4天，腰酸舌胎白黄厚有齿痕，小便赤黄尿痛，乏力口苦，腰酸痛，之前总是肝郁上火，昨天中医又说寒湿，有点不明白，请专家解答困惑，我属于什么体质，我很年轻，身高173体重170，之前体质很好，去检查也没有问题，可自从查出神经紊乱后，快2年都没恢复到之前那样，总是感觉虚弱像个病秧子。期待专家细致的解答。主要现在需要解决的症状是（躺着还好，一走路就头昏脑胀，头脑不清醒，胸闷气短，偶尔有轻微哆嗦的感觉，一不舒服立刻大汗淋漓，<entity>，感觉内热，吹空调又觉得汗出不来憋得慌）体检一切正常，有很小块的肾结石。拜托有经验的专家解答，我比较排斥西药，而且西医也不给开药，所以一直选择中药。希望专家能帮我分型辩证。希望回答的详细一些，久病很敏感。
腹泻,症状,"支原体肺炎伴尿路感染，治愈后出现呕吐<entity>？支原体肺炎伴尿路感染，治愈后出现呕吐<entity>症状咳嗽1月，后发烧30-40,儿童医院就诊，血相不明显，用头孢硫咪、热毒宁2天后烧不退，又就诊，支原体肺炎，住院治疗，继续用头孢硫咪+热毒宁+营养药、后加麦迪霉素4、5天后，烧退，肺炎证状减轻，但出现尿血、尿蛋白症状，会诊并检查后泌尿系感染，改用三代头孢曲松治疗，两天后症状消失，约输头孢曲松（2g/次/天）6天后肺炎好，泌尿感染好出院，但医生建议继续服用麦迪霉素7天，输液头孢曲松6天。今天是第4天，化验尿常规基本正常，有微量尿蛋白0.15,但出现呕吐<entity>症症状。昨天吐一次，今天上午吐两次。今天<entity>一次（以前大便正常），大便不成形，发白。（近两天吃鸡蛋、牛奶较多）。。阿奇霉素过敏，故使用麦迪霉素请您看怎么处理为好，是不是大量使用抗生素的原因"
腹泻,症状,胆囊切除术后会引起<entity>腹胀症状吗？
腹泻,症状,成都好的看急性肠胃炎医院，急性肠胃炎除了<entity>还有什么症状?
腹泻,症状,外阴很痒刺痛小便时特别疼像刀割的一样因为正月经无法到医院检查女23岁之前有腹痛<entity>好了之后发病然后来月经的已经34天了吃了诺氟沙星但是没有好转不起作用曾经治疗情况和效果：之前有过两次尿路感染吃的诺氟沙星胶囊很好用但这次的症状和以前不太一样以前小便小腹坠痛这次不疼而且吃诺氟沙星也不起作用了想得到怎样的帮助：因为现在正月经无法到医院检查想知道自己是什么毛病因为很难受所以想知道吃点什么药管用（）
腹泻,症状,我家公公68岁，这些日子老是<entity>，一天隔？想得到怎样的帮助：我家公公68岁，这些日子老是<entity>，一天隔一天<entity>，伴有疼痛感，化验大便，好的，血象也好。医生说是受凉引起的。请问医生是肠癌吗？或是癌症前期症状，医生说，他有心脏病不能做肠镜，请问医生这是怎么回事？
腹泻,症状,2012年1月13日早晨8点左右我妈妈出现腹痛、<entity>、呕吐的症状，停了一段时间睡着了，中午吃了一碗饭，下午又发昏。昏睡，晚上9点去的医院，经检查后医生说是心肌梗塞。曾经治疗情况和效果：没有想得到怎样的帮助：经以上描述能救活吗救活的机率有多少？（
腹泻,症状,你好请问我这两天有<entity>症状用补脾益肠丸效果可以吗
腹泻,症状,同房后，俩天，肚子痛，<entity>，白带多，是附件炎症状吗？曾经治疗情况和效果：慢性附件炎，吃药维持，曾做过子宫肌瘤手术，剔除的想得到怎样的帮助：有针对性治疗方法吗
腹泻,症状,病情描述发病时间、主要症状、症状变化等）：问题描述：我的病史我患慢性肠炎已有十几年了.90年的10月中旬我做了胆囊切除手术，在91年的4月底可能是饮食不当的原因吧，出现了<entity>，当时去医院看后服了药好了.大概过了一个月左右；无原因的又出现了<entity>，之后；便有了慢性肠炎的病程，每天早上第一次大便有时正常，有时拉到后半段时，肚子又痛又拉，还有象泡沫样状的黄色水便，痛的部位在肚脐眼的上方，就是束皮带的位子.有时第一次大便正常，吃过早饭后，胃及肚子开始不舒服疼，便有了第二次大便而且较急，又痛又拉的，如果不巧的话还会有第三，第四次的大便，有时小便时也控制不住要拉点大便，在这种情景下，人会一天的不舒服，口苦，四肢无力，不舒服主要是在肚脐眼上面的部位，有时也有在肚子的左腹部位，病况是这样的；下午要比上午好点，晚上要比下午好，所以在晚饭稍休息后散散步适当运动运动.十几年来我一直在不断地求医治疗，吃药，吃过无数的中，西药，也用过灌肠及几次疗程的敷脐疗法但此病还是没什么好转.也做过肠镜检查，诊断：未见明显的溃疡，息肉及肿瘤.去年五月胃镜检查球部黏膜充血水肿，羽毛状结构减退，大湾侧见粘膜点状充血糜烂），诊断为：十二指肠球部炎症，浅表性胃炎，检查结果也都无什么大碍，没器质性的问题，医生说是慢性肠炎，肠易激综合症.对于此病本人几乎也成半个医生了，平时衣食起居都很主意，很少也有一，二天象个正常人一样，一天一次大便，也无病痛.此病对生活与工作带来了诸多的不便.
腹泻,症状,病情描述发病时间、主要症状、症状变化等）：患者男，82岁，患慢支炎肺气肿40余年，右肾结石近20年，今年6月曾到重庆就医，因肺功能差未能进行结石手术，近两月右侧上腹肋下）疼痛，右侧卧时疼痛减轻，伴<entity>，大便稀黄，每日3-5次，大便化验结果正常。曾经治疗情况和效果：肾结石遵医嘱多饮水对症，腹痛2月前曾用柳氮磺吡啶每日三次，每次6片，症状减轻，近期加重服柳氮磺吡啶5日效果不明显。想得到怎样的帮助：请问在这种身体状态不太好，不做肠镜怎么诊断，如果保守治疗该怎样做？最近一段时间内食用炖的肉类时间较多与此有关吗？
腹泻,症状,病情描述发病时间、主要症状、症状变化等）：下腹部反复疼痛两年余月经中期开始经期加重双附件增厚压痛试孕两年未孕。平时常有尿频、<entity>、便密、腰酸背痛现象。2012年10月做腹腔镜手术后暂时不痛三个月第四个月开始月经中期开始痛疼及腰酸背痛。曾经治疗情况和效果：2012年10月在昆华医院生殖二科门诊处检查：1.遗传代谢筛查结果正常；2.抗TORCH抗体定量检测单纯疱疹病毒I/II型抗体IgM、风疹病毒抗体IgG、巨细胞病毒抗体IgG、单纯疱疹病毒I/II型抗体IgG阳性其余为阴性；3.CDFI及CDE超声显示：甲状腺双侧轻度肿大并左侧叶实性结节考虑结甲肿可能）；4.甲功检查T4、FT4、T3、FT3、TSH、Anti-Tg、Anti-TPO正常；5.乙型肝炎病毒DNA定量检测〈5.0E+2；6.免疫：HBsAg(+)211.22HBsAb(-)2.45HBeAg(-)o.o1HBeAb(-)0.71HBcAb(+)25.21;HCV、HIVAb、TPAb、TRUST阴性；雌二醇卵泡期80血清促黄体生成素5.63血清促卵泡刺激素4.19血清泌乳素14.67孕酮0.30睾酮0.59；7.自免：结核抗体：阴性；8.血常规正常；9.心电图：窦性心律、ST－T改变；10.宫腔镜：子宫小肌瘤、子宫内膜息肉；10月11日在全麻腹腔镜下行子宫肌瘤剥除术+盆腔内膜异位灶电凝电灼术+双侧卵巢打孔术+双侧输卵管高压洗注术+诊刮术。术中见：子宫前壁左侧小肌核约1CM膀胱后壁左骶韧带散在异位结节双侧卵巢多囊样变术中输卵管高压洗注双侧输卵管通畅术后予抗炎补液支持治疗。于16日出院医嘱：下次月经开始第10天门诊复查B超监测排卵指导同房试怀孕。现服药：白柏胶囊一盒欧卜特欣二盒丹莪妇康煎膏三瓶；外用药康妇消炎栓二盒、巢宫宝二盒；补佳乐四盒、春花人胎盘片十盒；想得到怎样的帮助：这种症状必须做试管吗？成功率如何？
腹泻,症状,下腹部反复疼痛两年余，月经中期开始，经期加重，双附件增厚，压痛，试孕两年未孕。平时常有尿频、<entity>、便密、腰酸背痛现象。2012年10月做腹腔镜手术后暂时不痛三个月，第四个月开始月经中期开始痛疼及腰酸背痛。曾经治疗情况和效果：2012年10月在昆华医院生殖二科门诊处检查：1.遗传代谢筛查，结果正常；2.抗TORCH抗体定量检测，单纯疱疹病毒I/II型抗体IgM、风疹病毒抗体IgG、巨细胞病毒抗体IgG、单纯疱疹病毒I/II型抗体IgG阳性，其余为阴性；3.CDFI及CDE超声显示：甲状腺双侧轻度肿大并左侧叶实性结节（考虑结甲肿可能）；4.甲功检查，T4、FT4、T3、FT3、TSH、Anti-Tg、Anti-TPO正常；5.乙型肝炎病毒DNA定量检测〈5.0E+2；6.免疫：HBsAg(+)211.22，HBsAb(-)2.45，HBeAg(-)o.o1，HBeAb(-)0.71，HBcAb(+)25.21;HCV、HIVAb、TPAb、TRUST阴性；雌二醇卵泡期80，血清促黄体生成素5.63，血清促卵泡刺激素4.19，血清泌乳素14.67，孕酮0.30，睾酮0.59；7.自免：结核抗体：阴性；8.血常规正常；9.心电图：窦性心律、ST－T改变；10.宫腔镜：子宫小肌瘤、子宫内膜息肉；10月11日在全麻腹腔镜下行子宫肌瘤剥除术+盆腔内膜异位灶电凝电灼术+双侧卵巢打孔术+双侧输卵管高压洗注术+诊刮术。术中见：子宫前壁左侧小肌核约1CM，膀胱后壁左骶韧带散在异位结节，双侧卵巢多囊样变，术中输卵管高压洗注，双侧输卵管通畅，术后予抗炎补液支持治疗。于16日出院，医嘱：下次月经开始第10天门诊复查B超监测排卵指导同房试怀孕。现服药：白柏胶囊一盒，欧卜特欣二盒，丹莪妇康煎膏三瓶；外用药康妇消炎栓二盒、巢宫宝二盒；补佳乐四盒、春花人胎盘片十盒；想得到怎样的帮助：这种症状必须做试管吗？成功率如何？（
